0.064,2.6141
0.916,1.9671
0.743,1.872
0.649,1.947
0.299,2.1641
0.086,2.4706
0.212,2.1983
0.112,2.4777
0.919,2.0554
0.388,2.1923
0.74,1.9523
0.257,2.1839
0.798,1.9676
0.382,2.1132
0.604,1.9925
0.237,2.3257
0.452,2.0833
0.226,2.2325
0.392,2.0734
0.298,2.2189
0.361,2.1274
0.449,2.0712
0.918,1.9445
0.144,2.4295
0.906,1.9688
0.435,1.9633
0.21,2.2449
0.372,2.1239
0.824,2.0035
0.971,1.9304
0.927,1.946
0.967,2.1478
0.764,2.0978
0.189,2.2948
0.275,2.1519
0.95,2.0174
0.554,2.1212
0.403,2.1137
0.251,2.1332
0.008,2.9951
0.909,2.0491
0.38,2.1373
0.051,2.7577
0.972,2.0846
0.4,2.0237
0.231,2.2669
0.164,2.398
0.857,1.9715
0.852,1.9954
0.715,2.0479
0.321,2.1447
0.576,2.0154
0.963,1.965
0.514,2.1294
0.462,1.9777
0.529,1.9473
0.718,1.9897
0.565,2.086
0.188,2.3022
0.291,2.2382
0.805,1.9396
0.412,2.0908
0.944,1.9906
0.73,2.0416
0.09,2.5494
0.65,1.9728
0.24,2.2894
0.549,1.9645
0.702,1.982
0.448,2.0476
0.379,2.1165
0.844,2.0648
0.838,2.0351
0.2,2.2478
0.602,2.0188
0.073,2.6691
0.006,2.9138
0.121,2.4154
0.774,2.0579
0.641,2.0828
0.82,1.858
0.732,1.9402
0.915,2.0447
0.185,2.301
0.364,2.0673
0.601,1.9883
0.81,2.0409
0.631,1.9723
0.546,1.9681
0.709,2.0265
0.163,2.3967
0.542,2.1528
0.268,2.1315
0.888,2.0034
0.457,2.0794
0.027,2.7809
0.762,1.9558
0.276,2.1436
0.578,2.0421
0.236,2.2885
0.469,2.0675
0.17,2.3596
0.117,2.5661
0.37,2.102
0.256,2.1565
0.315,2.1264
0.69,2.04
0.658,1.9936
0.54,2.0363
0.51,2.0088
0.119,2.4675
0.377,2.0145
0.04,2.8142
0.79,1.993
0.976,1.987
0.854,1.9728
0.172,2.2208
0.423,2.0525
0.482,2.0429
0.104,2.4825
0.324,2.1074
0.313,2.1498
0.498,2.0665
0.7,2.0274
0.184,2.3011
0.876,2.0836
0.339,2.1042
0.761,2.0358
0.496,2.1067
0.684,2.0273
0.638,1.9923
0.651,2.0309
0.643,2.0538
0.983,2.0054
0.954,2.0302
0.279,2.1612
0.174,2.3864
0.685,2.0711
0.47,2.1046
0.274,2.1799
0.532,2.026
0.725,2.021
0.239,2.1665
0.105,2.5486
0.863,1.9928
0.478,2.0671
0.949,2.05
0.141,2.3901
0.369,2.1355
0.553,2.0767
0.039,2.8151
0.571,1.8983
0.666,2.0401
0.848,2.0613
0.334,2.082
0.152,2.3709
0.242,2.1726
0.241,2.2974
0.011,2.9256
0.209,2.2692
0.131,2.4986
0.362,2.196
0.167,2.3428
0.845,2.082
0.436,2.0429
0.969,2.0226
0.707,1.9451
0.499,1.9888
0.809,1.9645
0.92,2.0112
0.111,2.5654
0.293,2.0909
0.736,2.0576
0.27,2.1826
0.537,2.0419
0.827,2.0287
0.042,2.7365
0.833,2.1155
0.43,2.0417
0.246,2.2878
0.753,1.977
0.744,2.0293
0.595,1.9944
0.659,2.0468
0.978,2.0694
0.751,1.9607
0.137,2.4398
0.735,2.0324
0.865,1.9504
0.889,2.0305
0.674,2.0698
0.801,2.1269
0.252,2.3107
0.444,2.1744
0.101,2.5603
0.399,2.1761
0.515,2.0276
0.014,2.8936
0.178,2.1871
0.049,2.7608
0.713,2.0645
0.019,2.8474
0.23,2.2077
0.007,2.9665
0.109,2.5406
0.161,2.3795
0.367,2.0913
0.351,2.141
0.19,2.3086
0.012,2.9526
0.148,2.3881
0.959,2.0365
0.254,2.2199
0.032,2.8327
0.083,2.4718
0.177,2.4279
0.486,2.0408
0.698,1.9958
0.902,1.9705
0.78,1.9745
0.066,2.5829
0.381,2.1154
0.451,2.1331
0.94,1.9269
0.611,2.0145
0.562,2.0423
0.961,1.9642
0.31,2.1926
0.819,1.8753
0.345,2.2059
0.118,2.4951
0.557,2.0204
0.18,2.3537
0.14,2.4075
0.656,2.0411
0.825,1.9917
0.344,2.0553
0.878,1.9236
1,1.9583
0.632,1.9926
0.312,2.0914
0.195,2.2262
0.196,2.2965
0.037,2.7784
0.288,2.0931
0.343,2.1115
0.957,2.0495
0.988,2.014
0.874,2.0041
0.726,2.0391
0.829,2.1038
0.261,2.2011
0.215,2.3006
0.851,1.954
0.759,2.0803
0.453,2.0438
0.247,2.1912
0.297,2.1488
0.687,1.9876
0.347,2.019
0.154,2.412
0.368,2.0334
0.492,1.9974
0.527,2.0945
0.309,2.1415
0.504,1.9873
0.258,2.1716
0.065,2.609
0.884,1.9881
0.359,2.1211
0.225,2.2367
0.693,2.0541
0.785,2.0228
0.6,1.9591
0.974,1.9833
0.355,2.1954
0.16,2.3258
0.45,2.0867
0.869,2.0052
0.438,2.0021
0.061,2.6837
0.094,2.5124
0.146,2.4937
0.667,1.9797
0.199,2.2049
0.903,2.098
0.374,2.0316
0.5,2.0536
0.89,2.1152
0.316,2.0535
0.754,2.0943
0.266,2.1657
0.063,2.7189
0.668,2.0487
0.855,2.0501
0.062,2.6529
0.336,2.0948
0.213,2.302
0.871,2.0452
0.623,2.0107
0.283,2.1896
0.528,2.0132
0.811,2.0383
0.219,2.2513
0.563,2.068
0.796,1.9337
0.273,2.2069
0.533,2.0562
0.342,2.0528
0.166,2.3859
0.614,2.0914
0.134,2.5228
0.28,2.1043
0.446,2.1089
0.752,1.9678
0.054,2.7448
0.787,2.0535
0.646,1.9526
0.789,2.0228
0.955,2.0272
0.893,2.087
0.323,2.1154
0.026,2.8886
0.997,1.9773
0.519,1.9822
0.404,2.0646
0.407,2.0684
0.856,2.0083
0.777,1.9218
0.758,1.9726
0.397,2.0847
0.609,2.0748
0.866,2.0585
0.263,2.1219
0.289,2.2322
0.458,1.9521
0.688,2.0516
0.475,2.04
0.074,2.7288
0.394,2.0966
0.281,2.1849
0.883,1.9339
0.358,2.0385
0.162,2.3897
0.53,2.1206
0.182,2.2577
0.243,2.1892
0.891,1.995
0.853,2.0168
0.193,2.3663
0.938,2.0195
0.91,1.9209
0.396,2.0547
0.645,2.009
0.973,2.1516
0.123,2.4811
0.98,2.0665
0.808,1.9542
0.552,2.0204
0.597,2.0133
0.644,2.1006
0.531,2.0716
0.033,2.7189
0.843,1.9821
0.588,2.1306
0.077,2.6641
0.802,2.0574
0.415,1.9915
0.822,2.0391
0.583,1.9766
0.67,2.0125
0.332,2.0834
0.151,2.3725
0.224,2.2729
0.775,2.0413
0.255,2.2309
0.817,2.0435
0.015,2.88
0.75,1.9919
0.198,2.251
0.186,2.3254
0.115,2.5923
0.678,2.0163
0.986,1.9518
0.727,2.1155
0.58,2.0921
0.607,2.0969
0.551,2.053
0.516,2.0347
0.122,2.4856
0.021,2.9416
0.897,1.9133
0.325,2.1603
0.047,2.7579
0.873,2.031
0.523,2.0713
0.911,2.0114
0.229,2.1782
0.807,2.0279
0.333,2.1389
0.338,2.1448
0.564,1.9616
0.783,2.0161
0.096,2.5433
0.675,1.9774
0.07,2.5765
0.091,2.503
0.966,1.9095
0.031,2.8397
0.067,2.6435
0.035,2.8326
0.204,2.2857
0.223,2.1051
0.766,1.9812
0.837,1.9899
0.341,2.0888
0.156,2.315
0.795,2.0424
0.996,2.0222
0.406,2.1393
0.107,2.4744
0.768,2.0445
0.244,2.1178
0.106,2.5666
0.945,2.004
0.613,2.0212
0.093,2.5301
0.431,2.0671
0.779,1.9305
0.799,1.9144
0.868,2.1671
0.664,2.0615
0.567,2.0181
0.621,2.0112
0.517,2.0323
0.371,2.1514
0.639,1.9846
0.079,2.6501
0.695,2.0371
0.987,2.0013
0.302,2.1076
0.96,1.9778
0.181,2.4321
0.502,1.9606
0.022,2.8755
0.025,2.8333
0.509,2.0863
0.356,1.9776
0.513,2.1236
0.776,1.9957
0.269,2.263
0.923,1.9743
0.155,2.4004
0.763,1.9623
0.42,2.0666
0.202,2.3498
0.998,2.0076
0.075,2.6096
0.635,1.9873
0.598,2.0499
0.099,2.4561
0.408,1.9729
0.858,1.9824
0.946,2.0801
0.089,2.5766
0.13,2.5219
0.128,2.4471
0.494,1.9761
0.088,2.5522
0.045,2.7878
0.057,2.7217
0.748,1.9379
0.483,2.0445
0.503,2.0957
0.676,2.0499
0.781,2.0884
0.932,2.0091
0.941,1.9842
0.282,2.2369
0.982,2.119
0.925,2.0037
0.606,2.0531
0.331,2.1293
0.335,2.1516
0,3.0412
0.561,2.1441
0.114,2.5694
0.318,2.0643
0.929,2.0862
0.135,2.3753
0.35,2.0545
0.541,2.1427
0.284,2.1369
0.654,2.035
0.009,2.9452
0.616,1.9314
0.524,2.0818
0.712,2.0834
0.828,1.9762
0.206,2.3085
0.253,2.21
0.002,3.0683
0.078,2.5961
0.059,2.8007
0.728,2.017
0.03,2.8658
0.311,2.1264
0.048,2.8004
0.539,2.0058
0.947,2.0277
0.665,2.077
0.352,2.182
0.921,2.1224
0.346,2.0884
0.052,2.7586
0.472,1.9807
0.773,1.9984
0.958,2.0303
0.053,2.6761
0.87,2.0104
0.287,2.1055
0.348,2.2367
0.934,2.0339
0.999,2.0695
0.327,2.1469
0.402,2.1471
0.832,2.1271
0.41,2.0103
0.577,1.9795
0.44,2.1813
0.899,1.9101
0.087,2.5129
0.013,2.9498
0.908,2.0017
0.846,1.9337
0.749,2.0752
0.594,2.0018
0.861,2.0492
0.296,2.2422
0.454,2.0509
0.168,2.292
0.501,2.0485
0.391,2.0989
0.136,2.4846
0.962,2.0477
0.429,2.076
0.836,2.0406
0.207,2.2455
0.642,1.9084
0.363,2.1554
0.746,2.0823
0.058,2.6992
0.506,1.9927
0.153,2.3959
0.235,2.2123
0.465,2.0347
0.603,2.0314
0.084,2.5384
0.767,2.0256
0.238,2.2547
0.227,2.2263
0.543,1.9666
0.353,2.0831
0.525,2.0462
0.15,2.359
0.445,2.086
0.245,2.3187
0.124,2.4301
0.11,2.4606
0.467,2.0679
0.414,2.0791
0.425,2.0694
0.165,2.3569
0.56,2.0308
0.418,2.0146
0.886,2.0221
0.463,1.9962
0.584,1.9056
0.228,2.2697
0.692,2.1017
0.791,1.8962
0.305,2.1318
0.485,2.0693
0.218,2.3869
0.979,1.868
0.405,2.0166
0.61,2.0504
0.769,1.9103
0.716,2.0267
0.8,2.0331
0.839,2.0546
0.619,2.0729
0.733,2.0054
0.669,2.1204
0.205,2.2054
0.171,2.3215
0.706,2.057
0.849,1.985
0.497,2.0039
0.232,2.1982
0.892,1.9169
0.495,2.0504
0.76,1.9936
0.538,2.0349
0.098,2.6411
0.722,2.0202
0.536,2.0394
0.208,2.3589
0.875,2.0247
0.508,2.0153
0.907,1.985
0.488,1.9905
0.63,1.9664
0.682,2.0686
0.71,2.0177
0.882,2.017
0.459,2.0933
0.1,2.5931
0.142,2.4021
0.511,2.1417
0.624,2.0732
0.041,2.6778
0.303,2.1737
0.933,2.0898
0.72,2.1568
0.628,2.0076
0.655,1.9766
0.518,1.9085
0.264,2.1876
0.981,2.0332
0.522,2.0232
0.461,2.1009
0.711,2.0813
0.307,2.0736
0.582,1.9587
0.426,2.0445
0.521,2.0322
0.887,2.0452
0.547,2.0004
0.984,2.1155
0.06,2.6507
0.329,2.1691
0.68,2.0655
0.211,2.3929
0.401,2.0083
0.792,2.0269
0.592,1.9733
0.201,2.2293
0.12,2.527
0.975,2.0435
0.373,2.0879
0.479,2.0483
0.951,2.1068
0.821,2.01
0.097,2.5795
0.585,2.0898
0.157,2.3664
0.29,2.1809
0.505,2.0105
0.885,2.0474
0.337,2.1724
0.556,1.9926
0.233,2.3185
0.739,2.0266
0.294,2.1683
0.003,3.004
0.757,1.9272
0.896,2.0377
0.812,2.0431
0.737,2.012
0.48,2.0706
0.872,1.986
0.864,1.9917
0.97,1.9714
0.9,2.0051
0.555,1.9017
0.717,2.0806
0.964,1.9499
0.586,2.0691
0.629,2.0433
0.029,2.7743
0.681,1.9863
0.08,2.5477
0.755,2.0319
0.942,1.9828
0.815,2.0455
0.357,2.1226
0.187,2.2292
0.842,1.9262
0.32,2.1547
0.784,2.1104
0.113,2.5003
0.441,2.1085
0.622,2.0785
0.55,2.0364
0.926,1.97
0.428,2.0533
0.794,2.058
0.102,2.6273
0.994,1.9819
0.568,2.0305
0.797,1.9645
0.714,2.0922
0.036,2.8206
0.691,1.9192
0.158,2.357
0.877,2.0632
0.847,2.0041
0.433,2.068
0.956,2.1138
0.36,2.1704
0.069,2.5833
0.57,1.9904
0.385,2.0395
0.615,2.0092
0.625,2.1179
0.286,2.1146
0.573,2.0482
0.734,1.9427
0.416,2.1721
0.936,2.0008
0.879,2.1245
0.375,2.0481
0.272,2.1388
0.657,2.0153
0.173,2.3924
0.738,1.9511
0.64,2.053
0.534,1.9864
0.393,2.0639
0.835,2.0706
0.605,1.9497
0.267,2.1184
0.133,2.5454
0.466,2.0328
0.786,2.0298
0.197,2.2648
0.867,2.0257
0.076,2.6379
0.455,2.078
0.3,2.1995
0.52,2.053
0.788,2.0402
0.044,2.7545
0.648,1.9734
0.831,1.9335
0.024,2.8847
0.422,2.0902
0.634,2.0247
0.545,1.9344
0.86,2.0719
0.593,2.1003
0.248,2.2518
0.697,1.8867
0.912,1.8745
0.581,1.9298
0.02,2.8997
0.125,2.5045
0.149,2.4125
0.023,2.8555
0.271,2.2352
0.772,2.0521
0.548,2.0536
0.708,2.0578
0.924,1.9956
0.314,2.1118
0.895,2.0233
0.747,2.0935
0.507,1.9702
0.085,2.6445
0.143,2.2779
0.803,1.9213
0.39,2.0374
