0.03,0.94,7.7462
0.38,0.05,7.6556
0.53,0.33,9.2352
0.3,0.74,9.6171
0.98,0.01,4.1267
0.56,0.74,10.914
0.67,0.71,9.8687
0.22,0.31,6.8976
0.25,0.68,8.6336
0.06,0.27,5.264
0.47,0.97,11.773
0.81,0.95,9.0909
0.48,0.89,11.536
0.04,0.99,8.0478
0.53,0.13,8.5434
0.16,0.41,6.6397
0.74,0.31,7.3491
0.29,0.6,8.924
0.69,0.13,7.2367
0.57,0.54,9.8804
0.03,0.98,7.8955
0.23,0.15,6.4793
0.57,0.01,7.9635
0.58,0.53,9.8084
0.39,0.53,9.5527
0.26,0.61,8.497
0.01,0.18,4.6913
0.83,0.88,8.5874
0.03,0.39,5.5927
0.04,0.61,6.496
0.97,0.28,5.1956
0.92,0.57,6.5323
0.35,0.61,9.6448
0.47,0.36,9.4409
0.54,0.62,10.367
0.02,0.4,5.5818
0.45,0.52,9.987
0.86,0.29,5.9299
0.18,0.61,7.5714
0.35,0.24,8.0878
0.79,0.27,6.5295
1,0.49,5.9488
0.59,0.21,8.6207
0.14,0.28,5.848
0.44,0.21,8.6179
0.18,0.67,7.8436
0.41,0.13,8.1736
0.22,0.83,8.9496
0.66,0.43,8.7546
0.79,0.14,6.0742
0.11,0.73,7.2701
0.95,0.17,4.8199
0.92,0.65,6.8185
0.44,0.48,9.6221
0.99,0.2,4.7868
0.73,0.88,9.741
0.62,0.33,8.6449
0.98,0.05,4.186
0.02,0.26,5.0939
0.38,0.99,11.353
0.29,0.3,7.5919
0.88,0.11,4.9504
0.18,0.5,7.1383
0.72,0.28,7.4448
0.12,0.35,5.9101
1,0.57,6.3024
0.31,0.11,7.1767
0.46,0.94,11.717
0.27,0.75,9.1614
0.55,0.91,11.524
0.84,0.46,6.7568
0.14,0.19,5.4994
0,0.95,7.7142
0.26,0.4,7.6425
0.35,0.54,9.401
0.99,0.74,6.9462
0.3,0.29,7.807
0.22,0.2,6.419
0.89,0.17,5.1829
0.5,0.56,10.294
0.65,0.06,7.5047
0.63,0.68,10.013
0.95,0.58,6.4443
0.46,0.74,10.867
0.71,0.96,10.394
0.05,0.36,5.4608
0.8,0.02,5.4221
0.58,0.51,9.8097
0.4,0.07,7.8273
0.38,0.55,9.6196
0.5,0.58,10.299
0.11,0.04,4.5272
0.8,0.53,7.4306
0.55,0.44,9.6245
0.25,0.05,6.2223
0.88,0.67,7.312
0.61,0.38,8.9921
0.51,0.69,10.785
0.8,0.31,6.6361
0.6,0.95,11.528
0.16,0.17,5.5689
0.59,0.4,9.2083
0.45,0.67,10.551
0.7,0.52,8.615
0.1,0.75,7.3564
0.81,0.05,5.3945
0.79,0.73,8.468
0.32,0.29,8.0591
0.05,0.63,6.5823
0.88,0.89,8.1289
0.8,0.94,9.0843
0.17,0.49,6.9302
0.15,0.95,8.604
0.46,0.86,11.316
0.59,0.91,11.385
0.09,0.55,6.4023
0.76,0.28,6.934
0.65,0.91,10.884
0.57,0.25,8.91
0.3,0.17,7.2743
0.5,0.31,9.266
0.76,0.93,9.6194
0.08,0.12,4.7211
0.06,0.39,5.7097
0,0.33,5.3125
0.41,0.54,9.8669
0.73,0.05,6.4696
0.92,0.51,6.3174
0.28,0.6,8.7977
0.23,0.42,7.5046
0.62,0.42,8.9841
0.78,0.92,9.2736
0.24,0.15,6.4314
0.62,0.71,10.317
0.64,0.24,8.2531
0.71,0.4,8.0389
0.36,0.68,10.009
0.39,0.27,8.6219
0.75,0.15,6.5706
0.69,0.71,9.5696
0.82,0.69,7.9592
0.19,0.63,7.7699
0.48,0.21,8.8417
0.46,0.54,10.123
1,0.69,6.8373
0.51,0.38,9.5695
0.24,0.21,6.6263
0.78,0.58,7.9363
0.45,0.91,11.647
0.57,0.34,9.2259
0.25,1,10.038
0.47,0.37,9.4563
0.95,0.69,6.8736
0.6,0.21,8.4481
0.99,0.18,4.7749
0.92,0.93,8.0534
0.34,0.82,10.315
0.32,0.84,10.219
0.78,0.84,8.9517
0.93,0.77,7.2917
0.13,0.46,6.4242
0.95,0.3,5.3217
0.65,0.66,9.7493
0.89,0.87,8.0259
0.47,0.93,11.532
0.94,0.65,6.7241
0.03,0.82,7.321
0.93,0.98,8.0994
0.86,0.7,7.5505
0.7,0.26,7.6501
0.08,0.34,5.5712
0.3,0.83,9.9843
0.54,0.82,11.197
0.26,0.52,8.2045
0.03,0.8,7.2174
0.15,0.65,7.4212
0.14,0.8,7.8834
0.92,0.94,7.9637
0.26,0.94,9.8583
0.82,0.95,8.9854
0.7,0.25,7.5567
0.18,0.68,7.8397
0.25,0.44,7.7021
0.05,0.95,7.9844
0.84,0.39,6.4121
0.69,0.75,9.782
0.59,0.12,8.1325
1,0.61,6.4409
0.36,0.91,10.812
0.61,0.26,8.6065
0.88,0.08,4.9451
0.48,0.62,10.497
0.96,0.26,5.0841
0.64,0.9,10.868
0.58,0.87,11.351
0.87,0.38,6.2677
0.2,0.92,9.1127
0.41,0.5,9.6387
0.89,0.33,5.7675
0.85,0.34,6.1509
0.39,0,7.5196
0.3,0.8,9.7891
0.42,0.6,10.108
0.97,0.3,5.2567
0.92,0.37,5.794
0.16,1,8.7812
0.61,0.57,9.9129
0.46,0.58,10.293
0.82,0.71,7.923
0.86,0.02,4.8698
0.8,0.81,8.6519
0.4,0.3,8.7596
0.32,0.63,9.3108
0.76,0.9,9.5094
0.31,0.89,10.346
0.66,0.1,7.5071
0.15,0.93,8.5438
0.04,0.13,4.5765
0.78,0.38,7.1348
0.28,0.07,6.6586
0.52,0.24,8.8702
0.1,0.4,6.0404
0.93,0.82,7.4702
0.08,0.36,5.7441
0.97,0.73,6.8709
0.05,0.97,8.0042
0.35,0.4,8.7486
0.37,0.03,7.4524
0.93,0.46,5.9761
0.13,0.2,5.4913
0.99,0.85,7.3157
0.3,0.79,9.6971
0.58,0.04,7.8872
0.52,0.3,9.2464
0.99,0,3.8449
0.53,0.63,10.544
0.06,0.51,6.2244
0.17,0.81,8.2998
0.88,0.19,5.3469
0.71,0.97,10.386
0.61,0.22,8.4221
0.67,0.18,7.6966
0.94,0.1,4.5369
0.62,0.14,8.0513
0.13,0.19,5.4059
0.24,0.59,8.2955
0.6,0.72,10.5
0.19,0.94,8.9816
0.68,0.12,7.2961
0.5,0.64,10.654
0.47,0.96,11.881
0.94,0,4.2415
0.22,0.39,7.1707
0.44,0.77,10.947
0.52,0.79,11.161
0.26,0.08,6.4459
0.63,0.31,8.6306
0.33,0.49,8.9345
0,0.25,4.9632
0.53,0.38,9.5311
0.8,0.32,6.7773
0.49,0.85,11.415
0.27,0.99,10.22
0.68,0.74,9.7802
0.97,0.02,4.0214
0.56,0.06,8.1632
0.55,0.61,10.375
0.32,0.41,8.4438
0.09,0.03,4.3249
0.9,0.73,7.2539
0.85,0.16,5.5127
0,0.64,6.5025
0.76,0.82,8.9907
0.5,0.33,9.355
0.85,0.62,7.2906
0.75,0.11,6.4817
0.57,0.02,7.986
0.71,0.05,6.791
0.84,0.73,7.7802
0.54,0.86,11.391
0.13,0.68,7.3339
0.22,0.71,8.459
0.53,0.01,7.997
0.06,0.22,4.916
0.4,0.26,8.6675
0.86,0.87,8.1461
0.64,0.7,9.9982
0.71,0.54,8.6719
0.62,0.58,9.751
0.76,0.37,7.3335
0.63,0.22,8.2907
0.38,0.11,7.8857
0.8,0.3,6.5851
1,0.59,6.4309
0.27,0.66,9.0155
0.42,0.8,10.985
1,0.92,7.6565
0.83,0.34,6.441
0.39,0.24,8.5163
0.06,0.89,7.6574
0.76,0.21,6.6406
0.81,0.2,6.0947
0.93,0.22,5.0089
0.27,0.16,6.9129
0.41,0.53,9.7525
0.35,0.87,10.672
0.48,0.34,9.3101
0.66,0.98,10.897
0.86,0.25,5.7304
0.72,0.32,7.5823
0.33,0.66,9.6609
0.04,0.69,6.9823
0.87,0.66,7.1398
0.92,0.62,6.6655
0.32,1,10.88
0.35,0.57,9.2837
0.33,0.68,9.798
0.5,0.73,10.963
0.09,0.51,6.3729
0.75,0.33,7.2533
0.62,0.13,7.9371
0.12,0.93,8.3314
0.29,0.44,8.2289
0.83,0.75,8.0124
0.56,0.76,11.027
0.58,0.45,9.4596
0.16,0.6,7.3606
1,0.5,6.0991
0.8,0.09,5.7405
0.85,0.32,6.0614
0.5,0.89,11.564
0.1,0.04,4.5677
0.15,0.52,6.9425
0.7,0.41,8.2457
0.25,0.1,6.4929
0.98,0.34,5.2864
0.74,0.09,6.485
0.36,0.84,10.647
0.2,0.88,8.8704
0.19,0.92,8.9489
0.31,0.08,7.0402
0.86,0.04,4.9643
0.41,0.28,8.8116
0.58,0.24,8.7432
0.65,0.24,8.1672
0.22,0.75,8.6407
0.55,0.8,11.134
0.2,0.24,6.3355
0.6,0.58,10.005
0.15,0.05,5.0523
0.5,0.37,9.4423
0.31,0.27,7.8781
0.04,0.71,6.8542
0.46,0.31,9.2451
0.02,0.85,7.4321
0.08,0.74,7.2273
0.56,0.24,8.8506
0.67,0.63,9.3933
0.82,0.64,7.775
0.08,0.38,5.7738
0.43,0.89,11.369
0.76,0.86,9.2899
0.2,0.39,6.9095
0.33,0.27,8.0106
0.9,0.85,7.7601
0.91,0.38,5.8874
0.7,0.44,8.3495
0.55,0.66,10.636
0.29,0.01,6.4773
0.85,0.1,5.262
0.86,0.1,5.1045
0.18,0.84,8.5396
0.28,0.68,9.1854
0.41,0.99,11.633
0.13,0.27,5.6361
0.44,0.61,10.35
0.74,0.96,9.8897
0.43,0.84,11.071
0.27,0.33,7.5155
0.94,0.14,4.7281
0.95,0.99,8.1146
0.09,0.52,6.4009
0.95,0.23,5.064
0.23,0.47,7.6228
0,0.73,7.0021
0.62,0.48,9.3742
0.76,0.8,9.1324
0.75,0.86,9.4435
0.61,0.68,10.231
0.55,0.17,8.556
0.81,0.88,8.8351
0.18,0.93,8.9052
0.07,0.43,5.9251
0.27,0.5,8.1724
0.41,0.69,10.507
0.4,0.42,9.2139
0.57,0.89,11.425
0.54,0.94,11.709
0.72,0.45,8.1703
0.97,0.51,6.0428
0.99,0.27,5.1275
0.29,0.03,6.6542
0.62,0.36,8.8714
0.73,0.29,7.416
0.44,0.76,10.99
0.17,0.23,6.0402
0.9,0.17,5.1818
0.99,0.48,5.9288
0.68,0.77,9.9654
0.28,0.19,7.1511
0.31,0.05,6.8663
0.55,0.25,8.8667
0.08,0.04,4.3964
0.89,0.84,7.8643
0.32,0.16,7.5227
0.58,0.93,11.504
0.85,0.78,8.0416
0.58,0.23,8.5487
0.73,0.9,9.752
0.22,0.28,6.7762
0.32,0.95,10.657
0.04,0.66,6.7783
0.28,0,6.4488
0.71,0.52,8.5741
0.62,0.21,8.3482
0.1,0.56,6.5359
0.34,0.11,7.6603
0.42,0.64,10.355
0.42,0.06,8.0905
0.12,0.38,6.0709
0.11,0.72,7.3198
0.01,0.11,4.4467
0.1,0.85,7.8105
0.78,0.24,6.5311
0.54,0.65,10.52
0.53,0.84,11.283
0.47,0.7,10.723
0.1,0.93,8.061
0.52,0.85,11.424
0.8,0.04,5.4075
0.23,0.8,9.02
0.76,0.72,8.8431
0.44,0.02,8.0019
0.48,0.29,9.1312
0.97,0.86,7.5056
0.97,0.61,6.4614
0.96,0.14,4.6743
0.55,0.51,9.95
0.2,0,5.3831
0.52,0.04,8.2669
0,0.02,3.9834
0.31,0.62,9.2491
0.08,0.4,5.7861
0.65,0.36,8.592
0.24,0.71,8.618
0.38,0.86,10.862
0.3,0.04,6.6786
0.06,0.92,7.821
0.06,0.64,6.7264
0.51,0.74,10.768
0.44,0.87,11.214
0.04,0.38,5.5707
0.81,0.06,5.4555
0.75,0.4,7.6104
0.45,0.38,9.3247
0.83,0.83,8.3205
0.53,0.4,9.5987
0.36,0.11,7.7221
0.72,0.27,7.471
0.87,0.59,7.0207
0.88,0.91,8.1797
0.93,0.79,7.3277
0.95,0.03,4.2782
0.92,0.79,7.3646
0.53,0.66,10.764
0.91,0.99,8.2341
0.24,0.65,8.5454
0.32,0.45,8.7417
0.86,0.96,8.6732
0.18,0.05,5.3906
0.05,0.76,7.1267
0.54,0.7,10.698
0.1,0.49,6.4469
0.04,0.17,4.7061
0.08,0.71,7.0558
0.89,0.66,7.1407
0.47,0.07,8.2559
0.78,0.27,6.702
0,0.3,5.219
0.96,0.16,4.7387
0.86,0.35,6.1754
0.13,0.64,7.1912
0.76,0.43,7.6453
0.02,0.93,7.8254
0.12,0.48,6.5602
0.59,0.79,10.808
0.13,0.98,8.5008
0.63,0.52,9.3803
0.76,0.16,6.4465
0.72,0.83,9.6972
0.92,0.14,4.7102
1,0.95,7.7832
0.26,0.8,9.3698
0,0.79,7.1217
0.6,0.3,8.8186
0.58,0.59,10.16
0.04,0.89,7.6827
0.74,0.52,8.2214
0.57,0.45,9.5615
0.35,0.74,10.202
0.5,0.83,11.362
0.82,0.44,6.947
0.28,0.76,9.426
0.84,0.85,8.2805
0.78,0.39,7.0852
0.77,0,5.7868
0.18,0.83,8.4769
0.17,0.98,8.9518
0.91,0.98,8.1312
0.1,0.68,7.0491
0.97,0.11,4.4282
0.37,0.51,9.3612
0.71,0.53,8.6349
0.42,0.9,11.36
0.7,0.57,8.8913
0.43,0.37,9.2993
0.19,0.85,8.7588
0,0.84,7.4571
0,0.77,6.9959
0.69,0.74,9.6535
0.49,0.53,10.032
0.98,0.32,5.3548
0.44,0.93,11.556
0.42,0.85,11.141
0.88,0.12,4.9477
0.33,0.13,7.5193
0.76,0.26,7.017
0.24,0.33,7.2861
0.58,0.6,10.125
0.66,0.09,7.4017
0.92,0.68,7.0372
0.42,0.44,9.5649
0.78,0.13,6.1136
0.81,0.4,6.8596
0.2,0.38,6.9609
0.43,0.95,11.617
0.75,0.37,7.6028
0.4,0.05,7.8646
0.14,0.91,8.4165
0.53,0.35,9.3184
0.88,0.37,5.9333
0.09,0.45,6.1642
0.22,0.06,5.968
0.25,0.62,8.524
0.62,0.93,11.22
0.9,0.68,7.0564
0.48,1,12.041
0.58,0.42,9.3974
0.21,0.08,5.8578
0.43,0.71,10.632
0.08,0.45,6.011
0.98,0.41,5.544
0.15,0.4,6.3732
0.71,0.06,6.6907
0.1,0.86,7.7423
0.36,0.75,10.295
0.78,0.32,7.0166
0.21,0.61,7.9446
0.54,0.26,8.9443
0.14,0.78,7.8648
0.63,0.48,9.1815
0.66,0.47,8.9575
0.01,0.86,7.4262
0.14,0.21,5.6426
0.52,0.35,9.3012
0.97,0.44,5.8993
0.41,0.03,7.8694
0.41,0.84,10.985
0.69,0.87,10.295
0.14,0.62,7.1529
0.73,0,6.292
0.05,0.67,6.8038
0.06,0.75,7.1188
0.09,0.68,7.0482
0.99,0.17,4.6681
0.77,0.57,7.9799
0.17,0.12,5.5666
0.1,0.15,4.9557
0.19,0.27,6.3265
0.82,0.82,8.3324
0.46,0.02,8.1345
0.47,0.6,10.396
0.54,0.43,9.651
0.66,0.48,8.9145
0.22,0.09,6.1015
0.95,0.35,5.414
0.47,0.13,8.4486
1,0,3.9954
0.07,0.3,5.3856
0.4,0.72,10.561
0.73,0.37,7.6968
0.34,0.01,7.1029
0.01,0.73,6.8952
0.49,0.16,8.6667
0.94,0.83,7.4759
0.16,0.16,5.5951
0.24,0.13,6.3549
0.46,0.33,9.227
0.82,0.43,6.7901
0.26,0.31,7.3555
0.75,0.87,9.452
0.53,0.98,11.903
0.11,0.61,6.8694
0.29,0.86,10.024
0.38,0.97,11.328
0.99,0.54,6.152
1,0.83,7.3695
0.51,0.06,8.1778
0.09,0.2,5.1179
0.74,0.87,9.7013
0.34,0.18,7.7095
0.54,0.05,8.1219
0.31,0.02,6.8898
0.93,0.78,7.3255
0.45,0.32,9.1471
0.04,0.96,7.8192
0.12,0.29,5.7731
0.99,0.46,5.8324
0.74,0.71,8.9267
0.98,0.36,5.4298
0.9,0.96,8.1273
0.64,1,11.287
0.6,0.7,10.488
0.4,0.1,7.9539
0.74,0.02,6.2316
0.41,0.45,9.5623
0.25,0.92,9.7629
0.1,0.7,7.2115
0.76,0.6,8.2831
0.65,0.35,8.5851
0.83,0.23,5.9807
0.83,0.18,5.6924
0.76,0.53,7.956
0.48,0.78,11.152
0.83,0.9,8.5481
0.59,0.17,8.3463
0.81,0.85,8.6405
0.39,0.86,10.919
0.37,0.93,11.091
0.63,0.33,8.6602
0.81,0.27,6.3988
0.54,0.33,9.2321
0.43,0.56,10.021
0.2,0.11,5.9073
0.34,0.76,10.086
0.18,0.66,7.7752
0.7,0.49,8.5468
0.67,0.33,8.2697
0.77,0.13,6.3025
0.34,0.65,9.5333
0.31,0.25,7.7082
0.73,0.53,8.4043
0.13,0.56,6.9179
0.58,0.02,7.8011
0.36,0.26,8.3683
0.63,0.15,7.9053
0.97,0.85,7.4069
0.74,0.91,9.768
0.85,0.4,6.3851
0.77,0.9,9.4301
0.57,0.4,9.4403
0.42,0.17,8.4988
0.43,0.81,11.052
0.45,0.87,11.347
0.49,0.81,11.194
0.37,0.33,8.6405
0.82,0.85,8.4999
0.81,0.96,9.0007
0.22,0.64,8.2503
0.6,0.74,10.666
0.04,0.4,5.5578
0.28,0.66,9.0311
0.28,0.78,9.5173
0.95,0.49,5.9852
0.33,0.43,8.729
0.96,0.62,6.5911
0.35,0.22,8.0363
0.35,0.51,9.1873
0.99,0.42,5.6216
0.83,0.01,5.0629
0.23,0.6,8.1524
0.07,0.27,5.3478
0.9,0.89,7.9941
0.78,0.42,7.1924
0.32,0.74,9.9065
0.5,0.88,11.537
0.07,0.37,5.7076
0.97,0.83,7.327
0.46,0.03,8.1159
0.98,0.04,4.2373
0.1,0.26,5.439
0.85,0.21,5.617
0.95,0.28,5.2201
0.81,0.09,5.5906
0.39,0.65,10.121
0.27,0.81,9.507
0.57,0.5,9.8352
0.78,0.12,6.1535
0.83,0.4,6.6857
0.62,0.81,10.715
0.49,0.87,11.451
0.51,0.37,9.4263
0.24,0.52,7.9704
0.23,0.95,9.5659
0.3,0.11,7.0468
0.4,0.99,11.544
0.89,1,8.5204
0.88,0.57,6.768
0.32,0.94,10.6
0.64,0.23,8.1553
0.69,0.97,10.592
0.29,0.85,9.9637
0.49,0.54,10.206
0.12,0.85,8.0049
